"park Amazing acting movie unbelievably good.
"	-1
"Watch incredible also newcomer pretty good too
"	1
"be simple business transaction wrong.
"	1
"Just sticker. Check other
"	1
"Good film maker think different do different see world different perception unknown Example
"	1
"Just sticker. Check other
"	1
"BTW Gawker Defamer figuring mostly fiction so last week already
"	-1
"Just sticker. Check other
"	1
"BOSS Somalia YEAH
"	1
"rather get bent entire pirate crew continue being customer.
"	1
"amazing Movie year
"	1
"EVERYONE GO OUT AND SEE DEFINITE MUST SEE Stars Executive Producer Actor
"	1
"Great movie
"	-1
"even bullshit new movie albeit week
"	1
"Just yet amazing performance Next stop Mr. Hanks
"	1
"Just yet amazing performance Next stop Mr. Hanks
"	1
"BOSS Somalia YEAH
"	1
"even bullshit new movie albeit week
"	1
"actually dope movie
"	-1
"amp Tea Party destroying country- rescue
"	-1
"BOSS Somalia YEAH
"	1
"Tom Hanks Type CNN Tom Hanks
"	1
"Just sticker. Check other
"	1
"even bullshit new movie albeit week
"	1
"watch movie
"	-1
"BOSS Somalia YEAH
"	1
"just have ever good job
"	1
"kinda bad
"	-1
"Well love Tom Hanks enough already tonight deal.
"	1
"Tom back.
"	1
"really good
"	1
"Bonding team ready season
"	1
"BOSS Somalia YEAH
"	1
"Go. See it.
"	1
"Just sticker. Check other
"	1
"Seeing Chat now
"	1
"Sandra Bullock acting award Gravity Tom Hanks also movie
"	1
"BOSS Somalia YEAH
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"October two-time winner Tom Hanks film true story.
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"so sad movie crazy
"	-1
"nice movie give
"	-1
"Watched man good movie. thinking time
"	-1
"great movie cry end
"	1
"movie fucking awesome
"	1
"Tom Hanks Alabama story time
"	1
"Just sticker. Check other
"	1
"Just America moment watching
"	-1
"Wow just Completely Amazed
"	-1
"Just outstanding. Piracy pay kids. Piracy pay.
"	-1
"just N def recommend such great film Got much respect US navy now
"	-1
"ever
"	1
"interest going cruising coast Somalia. At all. Ever. amp small
"	-1
"Tom Hanks amazing. So suspenseful couple end movie.
"	1
"Taking helm Tom Hanks real-life heroism Richard
"	-1
"great acting hope see
"	1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"Bonding team ready season
"	1
"far movie year. Tommy Hanks great. Such great movie. Love story
"	1
"Might watch later Wee
"	1
"BOSS Somalia YEAH
"	1
"get sickness wait
"	-1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"support Just amazing Everyone go see always amazing
"	1
"amazing it. It while. Everyone go see
"	1
"AMAZING. The Navy Seals are
"	1
"watch Tom Hanks movie
"	-1
"terrifying tears. People are fucking fascinating.
"	1
"AMAZING. The Navy Seals are
"	1
"Damn good movie going wild end
"	-1
"Screenwriter Billy Ray incredible film screening
"	1
"love see like see someone.
"	1
"good GREAT actor amp REAL Amazing acting job well. Worth watching
"	1
"Can just say wow
"	-1
"incredible movie. Go see now. fun bring along favorite candy. suggest Hot Somalis
"	1
"good GREAT actor amp REAL Amazing acting job well.
"	1
"Just Not bad flick Not not bad same
"	-1
"Bonding team ready season
"	1
"long Prisoners
"	-1
"even bullshit new movie albeit week
"	1
"Am seriously just now getting reviewing Yes am. At
"	-1
"Am seriously just now getting reviewing Yes am. At
"	-1
"Just sticker. Check other
"	1
"Barely
"	1
"see tonight.. movie year solid gold. He make bad movie.. not possible
"	1
"hope
"	1
"bro seeing
"	-1
"Watched tonight. Gravity amp pretty good
"	-1
"Saw amp entire crew OUTSTANDING JOB Captivating Dramatic amp intriguingly interesting
"	1
"Just sticker. Check other
"	1
"Tom Hanks just far too good. Got again
"	-1
"Saw tonight. No matter crew really real life story crazy.
"	1
"Saw amp entire crew OUTSTANDING JOB Captivating dramatic amp intriguingly interesting
"	1
"watch
"	1
"commend performance. It riveting suspense see.
"	1
"Movie be
"	-1
"not kidding last just Oscar. He truly ever
"	-1
"Everyone go see Such amazing movie Tom Hanks acting year.
"	1
"Capt. Richard G. Always thinking toes. Tom Hanks character very endearing
"	1
"good GREAT actor amp REAL Amazing acting job well.
"	1
"Had great time keep paper flower
"	1
"Did mention Tom Hanks BECAUSE TOM HANKS
"	-1
"GO see it. movie documentary starring Tom Hanks. No mistake
"	-1
"Seeing new Oakley theater. Most comfortable ever.
"	1
"OKAY Tom Hanks absolutely incredible
"	1
"MUST See movie Unless Somalian
"	-1
"highly recommend film
"	1
"move serious note u have not yet go Boss
"	1
"good definitely worth seeing honestly movie have long ass time
"	-1
"finally copy book Richard
"	1
"Made possible watch real real real story really awesome
"	1
"Double feature night. Gravity
"	1
"still have fully beyond rare here review.
"	1
"Lunch today amazing intense
"	1
"Going see today If person say rum gone help am walking
"	1
"amazing movie highly recommend
"	1
"Saw last night. Real intense smart sharp directing writing. Tom Hanks stellar always sure win
"	1
"Lunch today amazing intense
"	1
"tonight. Updated movie follow
"	1
"Going see today If pirate say rum gone help am walking
"	1
"So now documentary
"	-1
"Tom Hanks again. talent
"	-1
"Definitely movie
"	-1
"Fueling addiction. movie month
"	1
"Follow treasure map
"	1
"ending took Capt good AMAZING movie
"	1
"Saw today LOVED it. Wow. Very powerful Comeback With
"	1
"Follow treasure map
"	1
"Kyoto dinner movie date
"	1
"Do give edge seat whole time
"	1
"Saw afternoon. performance incredible whole film roller coaster ride
"	1
"give edge seat whole time
"	1
"I really wan go see go see
"	1
"Saw amazing Riveting amp Somali first-time actors. Dramatic intense great action
"	1
"Finally get see tonight
"	1
"Lunch today amazing intense
"	1
"Everyone reach Empire Theaters Cambridge Pm
"	1
"Somalis Minnesota are line watch pride
"	1
"Wow great depiction place
"	1
"Seeing tonight
"	1
"Do look beggar am done yo
"	-1
"movie. Our say year. Check here
"	-1
"Date Popcorn movie
"	-1
"avg. age movie theater tonight
"	1
"Go. Fandango wusses. Pirates die. Seals rule
"	-1
"Just sticker. Check other
"	1
"highly recommend everyone go see such awesome flick
"	1
"Just sticker. Check other
"	1
"Oscar worthy performance Must See
"	1
"see
"	1
"Just film starring oh boy ending tough watch
"	1
"wait Looks amazing
"	1
"Just sticker. Check other
"	1
"Wow just amazing. I highly recommend
"	1
"WARNING fuck USA be shot. Justice
"	-1
"movie popcorn be good
"	-1
"see
"	1
"far favorite film year
"	1
"still see recommend
"	1
"are SO believe anything.
"	1
"be date Tyler
"	1
"Watching review Capt.
"	-1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"great. Pirates deserved. Interesting glimpse shipping world. Big money
"	-1
"Kudos impressive film. Bravo casting director perfect casting role
"	1
"Almost hold together end
"	1
"ready do live
"	1
"movie are wrong Sorry get right info
"	1
"Wow just amazing. I highly recommend
"	1
"see
"	1
"movie go hard
"	-1
"always big screen Check buzz
"	1
"definitely be nominated. Exhilarating good performance
"	1
"Amazing movie. deserve
"	1
"Just sticker. Check other
"	1
"be simple business transaction wrong.
"	1
"be seeing unbelievable true story projection Palms
"	1
"not actor timer other story
"	-1
"Get ready be there cant wait
"	-1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"wan see so bad
"	1
"be good see Mr. Hanks back form
"	1
"Damn movie have year
"	-1
"Chris want go see Me fucking Chris
"	-1
"Guess not fair today amp Instead here watching
"	-1
"watching sneak preview trailer pursue career be can.
"	-1
"Not movie buff attest outstanding Well worth time
"	1
"Good night
"	1
"caveat are worth better tension. They HARROWING films. Gravity
"	1
"Amazing movie. deserve
"	1
"Movie Tuesday night not.
"	1
"such good movie
"	-1
"getting day out.
"	1
"Great movie
"	-1
"Somalian grateful dental floss
"	-1
"Paul speaking Q amp recap here
"	1
"Paul speaking Q amp recap here
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"always big screen Check buzz
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"Just sticker. Check other
"	1
"conversation Gravity LOVE
"	1
"not kidding last just Oscar. He truly ever
"	-1
"Just Crazy Even knowing story compelling
"	1
"be movie year.
"	-1
"Bro tailer alone Ca wait see film week
"	-1
"recognition new release give movie
"	1
"usually do call Tom Hanks. You deserve Oscar that.
"	1
"Watch trailer
"	-1
"Watch trailer
"	-1
"Alabama Alabama coastguard are here help
"	-1
"standing ovation Tom Hanks nipple
"	-1
"Stop doing go see
"	1
"Stop doing go see
"	1
"watch fuck
"	-1
"Alabama Alabama coastguard are here help
"	-1
"Going see later tonight kind recommended wrong movie
"	1
"watch friend. Happy Birthday Randy Smyrna Cinema
"	1
"American Promise Shines New York Film Festival American
"	1
"Please give sticker.
"	-1
"Just sticker. Check other
"	1
"know matter building suspense last have half
"	-1
"pretty damn good
"	-1
"Literally row tonight
"	-1
"Moment silence Tom Hanks
"	-1
"Just sticker. Check other
"	1
"According are look Tom new film
"	1
"Tom Hanks Type CNN Tom Hanks
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"beach movie bistro
"	-1
"4-star review starring impressive now up. Check here
"	-1
"excellent movie good acting
"	1
"favorite movie ever watched. hope watch again
"	1
"Was A Cab Driver In Minnesota With No Acting Experience Before He Was Cast Opposite
"	1
"Tuesday movie night
"	-1
"Just sticker. Check other
"	1
"Sitting alone waiting begin listening Oilers game phone. multitasking
"	1
"amazing movie
"	1
"Movie
"	1
"boyfriend
"	-1
"Anyone movie do love Tom Hanks
"	-1
"Phenomenal acting This film win awards.
"	1
"amazing
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"Tom actor ever
"	1
"favorite movie awesome
"	1
"Want catch everyone now beat. Jut drank coffee have decide go
"	1
"Participating
"	1
"literally award performance
"	1
"movie Go see
"	1
"way too long went
"	-1
"Was A Cab Driver In Minnesota With No Acting Experience Before He Was Cast Opposite
"	1
"way see again.
"	1
"are true are always best.
"	1
"movie.
"	1
"Just sticker. Check other
"	1
"Give Tom Oscar now.
"	1
"always big screen Check buzz
"	1
"Just sticker. Check other
"	1
"OK WAY intense amp also Gravity Easily gt
"	1
"spellbinding
"	1
"movie company marvelous
"	1
"Just Anyone paper bag Got breathing normalize
"	-1
"great way end day well
"	1
"Thinking joining Somali Pirate Squad watching
"	-1
"see
"	1
"Wow Somalia
"	1
"Seeing Chat now
"	1
"movie trying find Wilson. Wilson Castaway
"	-1
"Tom Hanks performance genius.
"	1
"Tom incredible get award
"	1
"Suggest go watch Such great
"	1
"AMAZING have movie forever amp today Awesome
"	1
"movie cry. Not cry movie. Somali
"	-1
"Ouch article movie Ive even movie
"	1
"movie good job astonished
"	1
"Saw unreal movie
"	1
"see Should have here
"	-1
"Learn Operation Atalanta EU Counter-Piracy operation
"	1
"MOVIE YEAR GAVE CHILLS strongly recommend WIN THAT OSCAR
"	1
"Movie again
"	1
"hey. Look me. Look me. I ship now Somalian pirate taking ship Awesome
"	1
"Just watching Fucking amazing.
"	-1
"far
"	1
"movie intense
"	1
"just -this guy pretty good actor
"	-1
"watch wonder Tom Hanks ever real boat. I guess real big boat
"	-1
"forgive once. Now get awful taste mouth go see Prisoners
"	-1
"Oscar great movie. It win
"	1
"Lead actor super. U never know never before. Killed Champion Oscar
"	1
"always big screen Check buzz
"	1
"Tom Hanks man SO GOOD.
"	1
"movie night worth it. Incredible thought-provoking film. amp end
"	1
"be watch
"	1
"just good hoping Intense emotional.
"	-1
"Tom Hanks so good acting
"	-1
"Tom Hanks such talented actor.
"	-1
"fucking sick Instant classic shit insane
"	1
"great movie. Do really care accuracy complete movie heaven. Soundtrack
"	1
"see Should have here dude wish cherish
"	-1
"EVERYONE see Phenomenal movie friend amp UCLA alum Billy Ray. A great movie great BRUIN
"	1
"movie intense
"	1
"Everyone go see insanely good amazing
"	1
"looking good go see check great movie Tom Hanks
"	-1
"are so good. be using many very near future
"	1
"Somalia good vacation spot
"	1
"take struggle so real whole new level
"	1
"day resume writing errand-doing. Feeling Finished movie action. Good flick
"	-1
"see great movie full suspense
"	1
"Paul speaking Q amp recap here
"	1
"see great movie full suspense
"	1
"Saw America tonight. awesomeness
"	1
"so intense
"	1
"Holy great
"	1
"
"	1
"blue corn popcorn unreal perfect company love
"	1
"Good night
"	1
"see scared
"	1
"so much Arabic
"	-1
"Just pass test. n Gravity With so steep feel complete Nice
"	-1
"watching are watching
"	-1
"amazing movie
"	1
"movie EPIC Just.
"	-1
"Oscar Tom Hanks. It good.
"	1
"Need see
"	1
"Seeing
"	1
"Saw tonight Great movie true story. Tom Hanks phenomenal
"	1
"Just true story Wow say Kept whole time
"	1
"Saw unreal movie
"	1
"performance good Hanks performance have nothing worry midterm
"	-1
"Holy Hanks. amazing
"	1
"EVERYONE see Phenomenal movie friend amp amp UCLA
"	1
"Somali Pirate Feels Sorry American Failed State
"	1
"movie insane Really good
"	1
"great movie. intense
"	1
"great fucking movie
"	-1
"Such great movie
"	1
"going next even go myself. Gravity Prisoners
"	-1
"case anybody keeping track real have few pick movie.
"	-1
"Do favor.
"	1
"Tom Hanks Type manage
"	-1
"looking fwd James last movie
"	-1
"great fucking movie
"	-1
"Just theater scene medical bay good god
"	1
"Just movie hope watch so much tension
"	1
"movie have breathing
"	-1
"Need watch
"	1
"Going see help free piracy peaceful Arctic protest
"	-1
"Free popcorn night
"	1
"see honey. Have seen Let know
"	1
"Check review opinion.
"	-1
"Redford life raft shipping lane merchant vessel by. Could be
"	-1
"Do know dude give damn Oscar
"	-1
"movie. Tom Hanks brilliant.
"	1
"Read Jake review see say performance HERE
"	1
"long time. Reminder true blessing being American.
"	1
"nice movie well Tom Hanks always
"	1
"Nice product placement movie
"	-1
"movie rankings. as usual. highly recommend.
"	1
"Holy shit.
"	1
"Solo dude night.
"	-1
"movie Everyone watch
"	-1
"sad
"	-1
"pretty damn good
"	-1
"amazing movie win many many
"	1
"Tom hanks.. Why always make so emotional
"	1
"def watch
"	-1
"Got time kill so check flick relax. I
"	-1
"be man alone island amp movie be good. Wait already did.
"	-1
"just wow great performance
"	-1
"do think
"	-1
"such great movie blood pressure little normal now.
"	1
"Heart bounding Stunning Tom Hanks never
"	1
"AWESOME Go Tom. Made cry. Brilliant. Thanks. Suzy xx
"	1
"Not movie buff attest outstanding Well worth time
"	1
"Well US Navy sure play around. Incredible acting Tom Hanks usual.
"	-1
"Bravo Tom Hanks
"	1
"Now
"	1
"see
"	1
"MOVIE SEEN THIS YEAR
"	1
"Heart bounding Stunning Tom Hanks never
"	1
"are Somalia pirate
"	1
"Well US Navy sure play around. Incredible acting Tom Hanks usual.
"	-1
"performance good Hanks performance have nothing worry
"	-1
"attention personally theater today watching feel celebrity
"	1
"Just Outstanding job
"	1
"Seeing
"	1
"Somali Pirates day still dying
"	1
"day thinking believe better. While gravity amazing
"	-1
"Held Captive On A Ship By Africans. Like Just Desert
"	1
"respect cargo ship
"	-1
"Finally movie choices. good
"	-1
"Saw amp entire crew OUTSTANDING JOB Captivating Dramatic amp intriguingly interesting
"	1
"Saw amp entire crew OUTSTANDING JOB Captivating dramatic amp intriguingly interesting
"	1
"great real life movie
"	1
"y'all awesome movie. So real emotional American
"	1
"movie AWESOME MOVIE
"	-1
"Saw great job Curious quirk law disallow right defend
"	-1
"Did see weekend Tweet review
"	-1
"Speechless movie amazing
"	1
"amp curiosity amp yet cooler moral support
"	1
"are Somalia pirate
"	1
"Welcome new Somali
"	1
"Highly recommend Even sweet knowing true story
"	1
"See company Opens nation wide tomorrow. incredible
"	1
"Just Movie stars. Hanks Hanks Boston Accent minus stars.
"	-1
"Seeing Chat now
"	1
"Somali Pirates day still dying
"	1
"so good. Definitely worth seeing
"	1
"then have idea be hostage Somalians
"	-1
"Held Captive On A Ship By Africans. Like Just Desert
"	1
"movie theater
"	-1
"Tom Hanks Has Type Diabetes News
"	1
"such good movie so intense
"	1
"Video Tom Hanks Type diagnosis Show PHOTOS
"	1
"Somali Pirates day still dying
"	1
"now. amazing
"	1
"Forgot mention today really it. The ending powerful tense gripping
"	1
"MUST SEE here boo say much cause
"	-1
"Have Gravity twice. Ca say impressive soul shaking
"	1
"number film
"	1
"end
"	-1
"great.
"	1
"Seeing yearn day please amp thank still part pirate vocabulary
"	-1
"course movie Somalian St. Paul
"	-1
"end
"	-1
"seeing are planning spring break trip Somalia wild time
"	1
"film not disappoint. Bloody brilliant
"	1
"Now
"	1
"exceptional Definitely
"	1
"watching watch got jump now
"	-1
"Huge group Somali tonight. Watching perhaps
"	1
"Love America
"	1
"Saw amp very good. Last min very intense. Worth seeing. love
"	-1
"Looking go see movie Go see awesome
"	1
"heart bro BRAVO
"	-1
"Watch back Spencer Tracy. Just Do have speech ready Oscar Unbelievable
"	1
"Good story. GREAT performance Tom Hanks. Made cry. it. Oscar
"	1
"amp curiosity amp yet cooler moral support
"	1
"P exactly trailer It movie that bad boring parts..
"	-1
"Got crucial
"	1
"Having still great. Worth watch. amazing get nod
"	1
"Did watch
"	1
"Love America
"	1
"cry do care it..
"	-1
"cool.
"	1
"Was A Cab Driver In Minnesota With No Acting Experience Before He Was Cast Opposite
"	1
"Still wrap head head Navy seal team in.
"	1
"edge seat. First time actor show tour force performance
"	1
"Just date night amazing movie. Tom Hanks great
"	1
"Tom Hanks again movie watch
"	-1
"No. Friday amp take top
"	1
"Heard real total Glad Tom heroic movie
"	-1
"genuinely are now
"	1
"have bit NOT. did..
"	1
"First part film Loved suspense performance
"	1
"great movie Highly recommend
"	1
"second part too long very little plot character wise very slow amp predictable climax
"	-1
"edge seat. First time actor show tour force
"	1
"Just sticker. Check other
"	1
"always big screen Check buzz
"	1
"use suspense first keep second film afloat see there
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me tears. Brilliant
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Just sticker. Check other
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Tom Hanks baller unreal
"	1
"so intense absolutely tho
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Go see Intense. True story. Tom Hanks
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Real Somali acting obviously well
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"surprisingly really really really good movie
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Movie brother bear
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Must Go do think Fandango
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"watching are watching
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"simple expect tension first
"	1
"edge seat. First time actor show tour force performance
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Somali actor chance Now
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"see.
"	1
"be intense movie have ever start finish. Wow. Highly
"	1
"gosh want see movie bad. Tom Hanks favorite actor
"	1
"SO good movie beyond. Tom Hanks win award
"	1
"great double date go see great choice
"	1
"really denouement Very human such intense violence. Great job
"	1
"crazy. Go see ASAP. You b edge ya seat whole hours. ever
"	1
"arguably film year. Ca recall last film mesmerizing in. Powerful film
"	1
"INTENSE
"	1
"watching are watching
"	-1
"Held breath last last five.
"	1
"Just sticker. Check other
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"watch American dominance couple hours.
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"Heading
"	1
"final acting win third statuette review
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"amazing movie night watching great movie see again movie definitely buy
"	1
"Seeing yearn day please amp thank still part pirate
"	-1
"amazing Must see theater great usual.
"	1
"just way list Thank ride
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"movie
"	-1
"Very good. Tom Hanks KILLED
"	1
"Wish first do know see movie year Gravity
"	1
"Just lead research real find Tom Hanks.
"	1
"Just movie give Good movie true story reason love country.
"	1
"funniest Movie Only know Somali
"	1
"mix Tom Hanks ocean are great movie. Make
"	1
"Review spiky thriller great many too many use
"	1
"such great movie. end. Tom Hanks amazing
"	1
"have only handful year far Go see
"	1
"king mischief Followed lead sneaking movie today D
"	1
"Seeing Chat now
"	1
"Just sticker. Check other
"	1
"such great movie amp end. amazing actor
"	1
"guess never judge boat cover
"	-1
"Execute
"	1
"Tom Hanks brilliant performance
"	1
"Oscar nomination
"	1
"tom always make emotional.
"	1
"even scene navy half sex appeal Jack sparrow competition
"	1
"do know almost end
"	-1
"Finally seeing tomorrow
"	1
"Saw Runner Runner yesterday. It If want see fabulous movie see TOM HANKS IS AMAZING Worth penny
"	-1
"Holy time just ahead America Crunch. See movie
"	-1
"Actor Year performance
"	1
"edge seat. First time actor show tour force
"	1
"Tom man. Also I love borrow nurse walk test days. Do know name
"	-1
"have only handful year far Go see
"	1
"shit
"	1
"smell Oscar nomination great suspense almost cry end
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"Just seal team go Somali hunting justice
"	1
"laughing
"	-1
"ending right straight there
"	1
"Dad Monday Loved
"	1
"Just AND room find Law amp Order episode Mae Whitman great night television
"	1
"Just express incredible say serve country
"	1
"Tom Hanks Reveals Type Diabetes Diagnosis David Letterman As Forrest
"	1
"great night pretty darn cool
"	1
"great thrill ride. Outstanding music Henry Jackman. Oscar game. Worth price admission
"	1
"cry. No surprise there
"	1
"great movie
"	1
"Last Oscar-nomination Tom Hanks
"	1
"proud be American
"	1
"Tom Hanks stud
"	1
"Everyone just Movie
"	-1
"just even deal great movie
"	1
"good movie..
"	1
"unreal. Tom Hanks once again alive. The Somalian man well incredible
"	1
"good movie
"	-1
"Just Good God Tom Hanks great actor
"	1
"just amazing actor GO see lucky act movie
"	1
"Brilliance
"	1
"Looking forward Tom Hanks winning Best Actor Great piece cinematography
"	1
"movie review great many too many use
"	1
"Crazy think captor Terre prison
"	-1
"movie so blatantly
"	-1
"movie so blatantly
"	-1
"think great movie.. Way anyone get award tho say Tom Hanks
"	-1
"Wow last scene easily be solidifying defining moment Tom Hanks career-left me
"	1
"film film
"	1
"Was A Cab Driver In Minnesota With No Acting Experience Before He Was Cast Opposite
"	1
"
"	1
"Just Was incredible final scene unbelievably good. amazing film
"	1
"Went see tonight mad actually
"	-1
"never forget. Fuck Tom Hanks fuck fuck
"	-1
"tweet Tom. Loved new movie fair play. Hope feeling we'll. much love Ireland Tom x
"	1
"exciting film time by. Terrific acting all. amp crew totally believable.
"	-1
"Good movie
"	-1
"Just see movie Encourage go
"	1
"Solo Movie Date Time
"	1
"Just film starring oh boy ending tough watch
"	1
"Just see marine engineer class movie safe say shitting month stint few
"	-1
"film film
"	1
"Back watching great film. The man
"	1
"think ten watching back back. Such incredible film making
"	1
"No. Friday amp take top
"	1
"
"	1
"film
"	1
"Love interview sir. Saw movie today goodness totally away. You
"	1
"rock you. If United Tom Hanks have film. So taut thrilling powerful final scene
"	1
"film head gone
"	-1
"end ridiculous Had edge seat
"	-1
"Ca decide see weekend Gravity Guess old truth doubt go
"	1
"Best film have long while. clean year Incredible Mad talent cast.
"	-1
"You certainly know talking movies. Loved Truly stunning movie
"	1
"amazing. year. Met single expectation more. Sublime
"	1
"Movie fantastic last incredible Oscar-worthy.
"	1
"amazing movie. forgive Joe Volcano now
"	1
"Guess have watch weekend get VIP pass. Tough life
"	1
"Irish worry be Again
"	1
"Great tonight. Mexican food recommend Anyone else yet cinema
"	1
"even second time round An absolutely immense film not be
"	1
"Really need go soon Gravity
"	1
"Tom Hanks final scene just mind blowing acting
"	1
"fence seeing do be. phenomenal
"	1
"great acting novice incredible Tom Hanks film
"	1
"fence seeing do be. phenomenal
"	1
"fantastic acting fantastically gripping film. Go see
"	1
"Do miss Big Screen Historic Senator
"	1
"Dress go see movie see anyone
"	-1
"fence seeing do be. phenomenal
"	1
"Just sticker. Check other
"	1
"movies. Watching
"	1
"movies. Watching
"	1
"Watching
"	1
"Do think apply line
"	-1
"Incredible work brilliant first time wow
"	1
"Thoroughly Well worth price admission. Had sheer throughout. Phenomenal
"	1
"stellar performance suspense-driven true story Somali
"	1
"intense entertaining ride itself. man Hanks performance last admission alone
"	1
"tense captivating expected. It vote award. Great team work
"	1
"fantastic acting fantastically gripping film. Go see
"	1
"fence seeing do be. phenomenal
"	1
"Dress go see movie see anyone
"	-1
"intense entertaining ride itself. man Hanks performance last worth admission alone
"	1
"Not Parrot whole fucking movie Just really do make
"	-1
"good Morgan
"	1
"Used have respect Tom Hanks not anymore. Just racist tool Hollywood
"	1
"Tom Hanks himself. BRILLIANT performance
"	1
"definitely Oscar worthy. Yet stunning showcase incredibly multi-talented
"	1
"L's..
"	1
"Viola Davis win Oscar screen time Doubt then reason be
"	-1
"sit still
"	-1
"Just watching absolutely incredibly. Huge
"	-1
"Te pica la cola sit still
"	-1
"amazing emotional performance fighting
"	1
"movie film. She want picture
"	1
"tom such good actor
"	1
"Te pica la cola sit still
"	-1
"line film Muse Got ship. Then are here
"	-1
"fence seeing do be. phenomenal
"	1
"far True story seriously end. I love
"	-1
"Go see Now. It You never see anything it.
"	1
"Tom Hanks brilliant especially end
"	1
"stunning actor. exceptional showcase talent. Gives astounding performance
"	1
"Ooh. be good. last weekend
"	-1
"think safe say
"	1
"Please help spread word Senator back Now Playing amp
"	1
"I say performance Cast Away. What cinematic
"	1
"Please help spread word Senator back Now Playing
"	1
"true hero idol mine aspiring actor. powerful So emotional
"	1
"fuck shit Somali
"	1
"Just so good Kept edge seat whole time Heartbreaking intense. Love Tom Hanks
"	1
"review
"	-1
"HIGHLY recommend film So tense man
"	1
"Please help spread word Senator back Now Playing
"	1
"Go see Unreal film. Emotional ending boy.
"	1
"Please help spread word Senator back Now Playing
"	1
"Please help spread word Senator back Now Playing
"	1
"Saw Sunday. Excellent. So intense
"	1
"I bit so nervous
"	1
"Tom Hanks again coming way. Well done sir..
"	1
"pretty good bro
"	-1
"Check review new film Starring
"	1
"Just sticker. Check other
"	1
"Please help spread word Senator back Now Playing
"	1
"Please help spread word Senator back Now Playing
"	1
"Review spiky thriller great many too many use
"	1
"Seeing weekend make so happy
"	1
"bawling last night
"	1
"Speechless amazing blew away. Totally worth seeing
"	1
"movies-to-see list weekend have wait till November rest
"	-1
"Excellent Actor gut film
"	1
"Uh safe are dead yep
"	-1
"Packed day
"	1
"Went see tonight really good show
"	1
"amazing worth penny
"	-1
"Just amazing film see movie
"	1
"watching are watching
"	-1
"Just sticker. Check other
"	1
"Gravity Rush Prisoners superb still playing local now
"	1
"Ca decide do think
"	-1
"Top male amp Tom Hanks
"	1
"True Considerably Of Story
"	1
"win Oscar movie Incredible
"	1
"Was so minimalistic. English. Home having
"	-1
"definitely worth watch. Tom Hanks class always
"	1
"Wow Peter Pan Really Lied Us
"	1
"time fact want see again
"	1
"Taking beautiful date
"	1
"Really need go soon Gravity
"	1
"so much good want go
"	-1
"Relax Everything Going To Be Good
"	1
"Just Tom Hanks role
"	1
"just new movie so intense compelling. I there. Can U say Oscar Loved
"	1
"Oscar Gruesome Appendage Too Many Scenes Role Foot
"	1
